Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
EDF Energy,Verified Reviewer,1,2023-07-01,Negative,,,,,absolutely,appalling,lack,service,fight,yes,four,year,completely,useless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-07-01,Negative,,,,,really,start,fair,problem,start,customer,smart,meter,fit,december,toto,start,complain,soon,realise,bill,double,also,realise,smart,meter,give,reading,company,could,support,one,time,awful,situation,daughter,age,husband,die,cancer,die,within,week,one,another,october,imagine,fight,company,priority,shock,long,time,couid,arrive,pay,bill,go,several,supplier,include,bulb,green,due,firm,go,bust,put,may,green,even,right,meter,number,complain,green,cost,reduce,bill,per,month,move,give,reading,would,accept,reading,contact,least,couple,time,week,explain,high,sure,meter
EDF Energy,Not Verified,1,2023-07-01,Negative,,,,,horrible,experience,whole,year,useless,support,utterly,incompetent,engineer,online,service,even,bad,service,phone,bad,supplier,ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-07-01,Negative,,,,,bill,frequency,change,notification,move,quarterly,monthly,billing,still,receive,notification,inform,post,however,quick,send,email,reminder,bill,need,pay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-07-01,Negative,,,,,smart,meter,charge,per,month,calculate,usage,year,ago,single,person,use,minimal,appliance,typically,kitchen,light,pa,use,oven,maybe,day,time,week,well,water,heater,go,pay,per,month,underlie,point,smart,meter,customer,service,garbage,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-07-01,Negative,,,,,absolutely,terrible,service,would,even,rate,one,star,year,numerous,call,sort,smart,meter,tell,signal,send,monthly,manual,reading,subsequent,confusing,bill,call,cut,contradictory,information,tell,different,information,customer,service,time,stress,cause,lead,leave,joy,comparison,despite,numerous,complaint,follow,file,take,far,via,ombudsman,doubt,even,give,final,resolution,numerous,complaint,sign,want,appalling,stressful,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-07-01,Negative,,,,,almost,feel,like,scam,company,pay,bill,begin,overcharge,keep,email,tell,pay,bill,call,query,mention,overcharge,first,place,less,tell,fault,supply,reading,smart,meter,point,one,need,supply,bank,statement,might,tell,truth,travel,hour,back,bank,statement,show,amount,take,wait,surreal,operate,sheer,greed,border,aggression,payment,day,two,late,threat,action,nasty,soulless,heartless,really,need,kind,regulation,stop,behave,like,kind,mafia,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,5,2023-07-01,Positive,,,,,excellent,customer,service,speedy,reply,phone,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,dreadful,service,say,leave,phone,ever,say,go,sort,problem,cause,nothing,terrible,utterly,frustrating,company,utterly,awful,dreadful,incompetent,useless,inefficient,insincere,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,impressed,live,one,bed,flat,heating,hour,day,want,average,month,bill,move,property,still,harass,final,bill,call,arrange,pay,installment,agree,threaten,letter,every,month,take,court,even,though,make,payment,call,many,time,complain,letter,yet,continue,today,phone,staff,member,rude,think,maybe,scammer,say,payment,installment,cancel,tell,want,cancel,aggressive,confrontational,phone,never,experience,nastiness,organisation,company,greedy,corrupt,avoid,use,customer,service,ridiculous,price,outrageous,sure,getting,charge,put,heating,horrid,company,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,call,two,hour,still,nobody,answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,avoid,company,price,drop,want,lure,well,price,start,july,whenever,contract,renew,lock,small,business,london,high,price,plan,government,subside,subsidy,suspend,could,care,less,interested,offer,future,well,price,bleed,budge,arrogant,company,ruthless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,empty,property,chester,new,tenant,give,wrong,meter,reading,bill,house,empty,week,use,contact,tell,change,meter,reading,even,though,independent,photographed,inventory,photo,meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,company,terrible,star,consider,switch,pay,spend,less,entire,man,day,address,make,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,query,message,someone,would,answer,question,keep,say,thing,end,conversation,without,answer,rude,cut,answer,query,first,time,either,problem,year,ago,thing,happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,avoid,like,plague,move,property,supply,dec,think,current,situation,make,sense,stick,exist,supplier,initially,try,set,account,online,keep,error,message,resorted,phone,resultant,hour,hold,finally,someone,claim,set,account,direct,debit,would,receive,account,number,email,day,go,email,account,number,arrive,phone,stick,orwellian,loop,tell,without,account,number,find,detail,request,account,number,send,eventually,resort,dreaded,chariot,request,account,number,chariot,reply,day,stock,response,conversation,close,due,day,relapse,attempt,chariot,time,day,receive,response,golden,ticket,account,number,take,day,chariot,conversation
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,total,incompetence,leave,month,send,final,bill,base,estimate,reading,apart,final,reading,state,smart,read,strange,complain,smart,meter,never,work,sudden,final,reading,read,remotely,actual,reading,take,let,battle,commence,put,business,kick,uk,good,almost,push,edge,please,avoid,scamme,company,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,crook,several,year,time,happen,bill,electricity,go,roof,month,live,low,user,intolerable,look,around,see,much,cheap,month,big,company,scum,interested,rip,customer,website,confusing,offer,little,way,real,help,lower,tariff,instance,good,riddance,bad,rubbish,update,switch,supplier,email,say,owe,debit,even,though,pay,every,month,riff,rate,avoid,criminal,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,avoid,idiot,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,bad,supplier,ever,submit,meter,reading,week,ago,miss,bill,yet,second,month,happen,insist,pay,month,one,without,agree,thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,call,customer,service,joke,depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,avoid,people,cost,avoid,people,cost,send,bill,randomly,always,pay,ask,last,bill,read,meter,call,amend,pay,via,phonetic,day,later,receive,bill,tell,ignore,bill,bill,month,bed,flat,government,payment,already,calculate,pay,whenever,bill,send,apparently,use,alone,month,radiator,hardly,electric,cooker,suspect,send,right,bill,want,huge,debt,force,smart,meter,fit,harass,month,could,underestimate,much,never,issue,supplier,year,supplier,month,already,put,debt,nearly,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,final,bill,pay,one,final,bill,also,solar,battery,package,completely,turn,electric,come,still,double,final,bill,rob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-06-01,Negative,,,,,pay,final,bill,property,move,july,last,year,month,later,pass,detail,onto,debt,collection,agency,period,leave,property,detail,never,try,contact,regard,poor,service,exist,customer,disappointed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,new,meter,fit,early,march,year,whilst,engineer,fit,phone,colleague,appear,lot,problem,explain,fit,would,contact,within,week,arrange,another,engineer,visit,meter,connect,want,leave,display,unit,insist,would,still,connect,meter,show,use,rang,day,later,explain,meter,connect,arrange,another,visit,instruct,engineer,lady,phone,take,board,say,advise,meter,would,automatically,connect,within,week,wait,around,week,ring,tell,meter,would,connect,automatically,would,week,two,month,meter,instal,today,ring,third,time,wait,quite,long,time,telephone,queue,appear,start,eventually,speak,man,explain
EDF Energy,Not Verified,1,2023-06-01,Negative,,,,,leave,without,electric,hour,promise,hour,sister,work,home,pay,food,freezer,let,hope,still,good,sorry,hour,still,electric,mum,cancer,patient,recover,chemotherapy,lymph,remove,put,priority,know,circumstance,still,leave,without,electric,like,ignorant,fully,aware,recover,cancer,patient,difficulty,move,also,arthritis,knee,need,knee,replacement,crazy,like,treat,customer,would,hate,see,treat,enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,customer,service,complaint,move,overseas,call,centre,make,sorting,issue,reading,non,work,smart,meter,twice,difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,absolutely,diabolical,starter,completely,mess,meter,reading,multiple,advisor,ignore,request,add,tenant,account,professional,live,share,flat,contribute,bill,top,suppose,install,smart,repayment,meter,tennant,contribute,equally,instead,instal,basic,smart,meter,speak,various,advisor,idea,go,honest,three,month,since,start,dispute,since,receive,bill,people,move,flat,bill,go,extortionate,leave,remain,people,live,house,cover,resolve,situation,first,dispute,clarification,bill,correct,ongoing,month,pay,time,hear,cost,living,crisis,tell,much,anxiety,cause,shall,take,much,high,contact,soon,possible,cab,review,usually,guy,ill
EDF Energy,Verified Reviewer,1,2023-05-01,Negative,,,,,customer,service,staff,good,phone,chat,system,take,hour,inefficient,people,take,information,pass,management,nothing,unfortunately,company,computer,elderly,folk,like,deal,withyou,clever,customer,finance,business,direct,debit,tactic,budget,account,go,outfit,moment,account,go,debit,backup,direct,debit,restore,account,credit,want,borrow,money,go,bank,use,customer,credit,balance,finance,business,wrong,understand,salary,financier,ceo,simon,rossi,available,public,domain,clearly,disgustingly,high,want,people,knowed,electricity,de,france,subsidise,government,customer,con,outfit,big,time,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,receive,today,letter,remind,engineer,visit,really,je,ee,zzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,appalling,customer,service,rude,untrained,staff,take,day,electricity,reinstate,fault,husband,disabled,poor,health,company,allow,carry,appalling,review,even,consider,join,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,leave,brown,miss,bill,direct,debit,rather,refund,difference,refund,difference,take,another,second,direct,debit,account,month,leave,without,mean,pay,rent,call,let,know,promise,full,refund,arrive,call,back,ask,say,would,refund,day,good,single,mum,low,income,even,priority,customer,reason,manage,instant,refund,bank,direct,debit,guarantee,refuse,refund,full,balance,take,bank,account,reason,pay,bank,back,bill,take,two,lot,without,permission,customer,service,despite,shocking,use,company,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,ombudsman,uk,government,allow,company,continue,operate,uk,look,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,feed,contact,regard,parent,early,meter,work,problem,go,year,many,many,call,email,make,difference,fix,instead,engineer,third,time,state,third,time,break,know,already,tell,still,fix,parent,know,bill,fume,go,way,long,unhappy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,year,contact,say,transfer,another,supplier,never,find,since,august,take,hour,hour,time,try,deal,mountain,letter,email,frustration,phone,take,month,sort,mistake,would,never,recommend,anyone,use,company,terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-05-01,Negative,,,,,could,leave,star,would,bad,customer,service,ever,deal,wait,leave,trust,never,return,also,advise,many,people,know,join,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,customer,service,staff,bad,ever,experience,rude,could,answer,question,go,never,return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-05-01,Negative,,,,,go,value,mental,health,unable,deal,anything,even,want,leave,frustrate,point,hold,much,candid,churchill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,sorry,say,great,problem,moment,long,story,short,dual,rate,tariff,old,company,move,smart,meter,single,rate,go,transition,complete,take,continually,tell,dual,rate,meter,explain,situation,countless,time,unable,unwilling,recognise,fact,even,though,engineer,say,single,rate,meter,accept,complain,almost,month,ago,never,hear,back,phone,usual,guy,handle,complaint,message,hear,anything,management,mean,phone,back,never,phone,since,person,mean,phone,yesterday,never,awful,company,stressful,since,also,want,monthly,debit,estimate,reading,nightmare,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-04-01,Negative,,,,,sorry,say,great,problem,moment,long,story,short,dual,rate,tariff,old,company,move,smart,meter,single,rate,go,transition,complete,take,continually,tell,dual,rate,meter,explain,situation,countless,time,unable,unwilling,recognise,fact,even,though,engineer,say,single,rate,meter,accept,complain,almost,month,ago,never,hear,back,phone,usual,guy,handle,complaint,message,hear,anything,management,mean,phone,back,never,phone,since,person,mean,phone,yesterday,never,awful,company,stressful,since,also,want,monthly,debit,estimate,reading,nightmare,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,absolute,joke,iv,run,around,day,code,work,sit,currently,thank,absolute,describe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,really,unhelpful,disgusted,customer,service,try,change,let,happen,keep,give,excuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,eff,sh,iii,tttt,disgusting,bull,company,electric,week,rob,mother,fucker,change,monthly,meter,pay,system,without,physical,pay,meter,able,electric,million,phone,call,bull,shut,well,train,waffle,staff,give,bullshit,excuse,fix,problem,advise,engineer,come,every,single,day,nobody,attend,nobody,contact,leave,cold,food,fridge,freezer,waste,food,already,barely,afford,bastard,thieving,wank,piece,shot,fuck,thrive,self,dished,act,num,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,issue,year,smart,meter,workroom,customer,service,bill,turn,time,close,complaint,without,sort,complaint,try,bribe,compensation,instead,send,text,pay,bill,due,interested,money,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-04-01,Negative,,,,,refuse,accept,pay,grid,payment,day,online,exchange,several,whatsapp,post,make,progress,final,post,claim,claim,government,website,website,early,text,statement,people,normally,claim,utility,company,confirm,requirement,customer,utility,contract,absolute,shamble,waste,time,live,small,village,totally,oil,base,near,mile,away,customer,village,utility,company,receive,seem,totally,touch,shall,change,provider,company,actually,common,sense,service,absolute,rubbish,beyond,belief,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-04-01,Negative,,,,,force,switch,smart,reader,week,later,transfer,credit,amount,yet,spend,call,deal,unhelpful,customer,assistant,practically,take,money,never,give,back,call,steal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,force,install,smart,meter,never,request,also,texte,inform,million,customer,convert,smart,meter,wrong,march,bill,direct,debit,increase,month,month,live,normal,household,one,home,day,week,prior,automatically,move,automatically,company,go,liquidation,yrs,ago,use,pay,month,soon,move,start,pay,reason,russian,ukrainian,war,month,unjustified,increase,read,customer,experience,far,relate,unreasonable,thing,far,communication,quite,undermining,tone,seem,already,make,decision,without,consent,seem,work,way,psychologically,demoralise,customer,confidence,shame,allow,continue,operate,unlawfully,developed,country,,,,,,,
EDF Energy,Not Verified,1,2023-04-01,Negative,,,,,try,speak,customer,service,advisor,sigh,huff,say,letter,say,direct,debit,set,pay,certain,amount,month,basically,say,would,cover,amount,owe,say,know,owe,much,money,say,suppose,pay,install,pay,go,metre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-04-01,Negative,,,,,completely,incompetent,originally,go,switch,decide,excellent,email,february,advise,would,switch,february,receive,email,say,switch,cancel,clearly,today,switch,without,authorisation,raise,erroneous,transfer,could,take,week,advise,would,cut,back,update,billing,card,number,bank,detail,matter,many,email,send,include,ceo,one,reply,receive,disconnect,smart,meter,obtain,meter,reading,pay,penny,avoid,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-04-01,Negative,,,,,speak,customer,service,people,without,heating,hot,water,day,put,hold,last,time,speak,someone,unbeknown,cut,basically,brag,many,people,cut,wait,half,hour,still,etc,supplier,go,bust,government,place,never,deal,unprofessional,people,ill,wait,ask,pay,credit,shamble,customer,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,smeg,smart,meter,instal,stop,send,reading,back,year,ago,still,send,electricity,complain,back,give,credit,would,commit,problem,would,resolve,mean,manually,send,reading,year,later,may,raise,issue,advise,still,await,fix,would,commit,could,expect,fix,contact,ombudsman,look,advice,support,advise,resolve,problem,ie,year,fault,first,identify,report,total,waste,time,toothless,wonder,neither,ombudsman,say,problem,eg,communication,software,hardware,house,display,show,usage,february,calculate,look,install,solar,panel,would,like,option,move,supplier,take,advantage,favourable,export,tariff,another,supplier,take,current
EDF Energy,Not Verified,1,2023-03-01,Negative,,,,,smart,pay,meter,instal,february,tell,would,take,day,account,update,repayment,never,happen,call,time,try,sort,keep,fobbed,able,anywhere,like,talk,brick,wall,also,lie,promise,callback,email,response,update,one,person,speak,follow,make,formal,complaint,make,difference,keep,getting,give,excuse,another,team,deal,another,team,deal,etc,top,today,supply,cut,nobody,want,take,ownership,problem,help,keep,pass,buck,customer,service,say,lack,company,absolutely,appalling,staff,communicate,try,phone,realise,deal,know,deal,problem,ask,speak,manager,however,tell,speak,one,even,phone
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,leave,december,ask,final,meter,reading,submit,photo,prove,electric,genuine,point,time,nothing,problem,say,reading,incorrect,agree,new,supplier,reading,ask,every,time,send,photo,reading,send,occasion,photo,many,call,confirm,account,number,many,email,nowhere,many,chat,end,pull,hair,frustration,reason,way,owe,credit,refund,see,penny,ongoing,six,week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,worst,shoddy,incompetent,company,ever,deal,read,curse,word,customer,service,competence,exist,company,vocabulary,since,october,spend,several,hour,phone,time,hour,try,resolution,problem,create,first,place,day,remain,unresolved,even,manage,make,bake,ice,cake,whilst,hold,whilst,fault,clearly,mine,account,fully,pay,receive,threat,legal,action,stressed,worried,excellent,credit,record,know,owe,anything,start,story,horrendous,experience,hand,help,billion,hard,earn,money,every,fearless,start,beginning,end,september,phone,inform,new,tenant,move,flat,rent,october,therefore,name,remove,flat,account,one,would,think
EDF Energy,Not Verified,1,2023-03-01,Negative,,,,,absolutely,awful,seem,charge,usual,amount,electricity,choose,close,account,move,elsewhere,send,numerous,letter,email,state,owe,money,account,even,though,account,actually,owe,nothing,confirmation,whatsapp,service,phone,email,continue,send,letter,email,state,owe,money,threaten,debt,collector,court,find,horrify,may,vulnerable,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,absolutely,terrible,company,zero,ability,engage,customer,try,charge,usual,switch,final,bill,estimate,despite,reading,claim,send,deadlock,letter,lie,frustrate,complaint,ombudsman,please,join,consider,switch,immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-03-01,Negative,,,,,om,frustrated,could,kill,saturday,customer,service,shut,matter,much,chaste,problem,bad,bad,last,night,last,resolution,missing,money,go,put,onto,meter,owe,call,see,meter,credit,drop,minus,turn,heating,today,find,minus,use,ring,tell,bad,credit,hellhound,round,refuse,top,formally,complain,still,go,round,around,even,check,leak,absurd,change,smart,meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,go,right,absolutely,nothing,web,site,seem,running,keep,welcome,new,home,even,think,live,year,account,set,name,without,prior,contact,somebody,else,say,account,back,date,month,bill,even,though,bill,pay,another,account,tel,service,diabolical,normal,wait,time,min,email,complaint,service,polite,deal,problem,call,answer,come,middle,night,eade,believe,deal,country,terrible,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,customer,service,none,existent,online,service,chat,whatsapp,waste,time,never,agent,simply,reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-03-01,Negative,,,,,avoid,unless,love,send,bill,differ,amount,several,time,month,ring,set,direct,debit,tell,need,pay,month,one,bed,flat,economy,realise,tonight,charge,day,time,high,rate,night,well,dread,spend,tomorrow,phone,try,switch,block,say,need,pay,first,think,boot,foot,register,priority,register,pensioner,talk,today,tell,give,help,anyone,vulnerable,actually,suggest,move,supplier,block,give,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-03-01,Negative,,,,,could,give,star,would,force,previous,supplier,go,bust,give,choice,switch,process,take,way,long,time,complete,company,take,new,customer,horrific,word,go,start,monthly,billing,unacceptable,horrific,calculate,monthly,direct,debit,level,accept,input,form,customer,know,much,use,result,hugely,credit,every,billing,period,sit,customer,money,customer,account,rather,response,finally,standard,patronise,stock,answer,suggest,make,correct,calculation,review,every,month,yet,obvious,correct,bill,constantly,refund,large,period,recharge,distribute,miss,calculation,throughout,year,result,incorrect,charging,incorrect,rate,idea,still,operate,anyone,would
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,take,ombudsman,month,response,lie,even,falsify,meter,reading,lie,contact,say,obstructive,despite,chase,month,ombudsman,find,favour,despite,appeal,yet,unsubstantiated,lie,avoid,like,plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-03-01,Negative,,,,,review,billing,arrangement,every,month,basically,total,guesswork,whether,credit,next,bill,date,debit,instal,smart,meter,installer,never,bother,assess,whether,property,suitable,massive,thick,stone,wall,guessing,game,continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-02-01,Negative,,,,,cope,theses,guy,business,forty,year,never,experience,useless,shamble,company,please,please,please,consider,latest,carry,pay,bill,time,send,bank,statement,time,time,still,try,take,action,hour,hour,never,reply,email,sorry,say,wish,would,combust,take,much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Not Verified,1,2023-02-01,Negative,,,,,absolutely,shocking,costumer,service,smart,meter,stop,work,back,august,phone,call,request,result,finally,move,another,supplier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-02-01,Negative,,,,,bad,company,ever,doubt,customer,service,terrible,today,try,sort,bill,problem,cut,min,ring,back,wait,another,min,call,answer,would,talk,accord,account,holder,even,though,previous,operator,joint,account,holder,close,electricity,account,combine,new,account,leave,wife,account,holder,consultation,ever,end,ask,speak,manager,never,materialize,cut,call,back,wait,another,min,call,answer,exactly,thing,happen,hour,later,give,frustrated,angry,def,terminate,account,doubt,read,complaint,forum,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-02-01,Negative,,,,,electric,smart,meter,since,june,finally,come,last,week,apparently,fix,end,muck,smart,meter,work,electric,type,turn,code,manually,time,since,june,electric,contact,care,rude,poor,customer,service,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDF Energy,Verified Reviewer,1,2023-02-01,Negative,,,,,april,last,year,bill,come,usual,one,difference,change,door,number,number,pay,go,meter,tell,month,ago,take,hour,phone,call,complaint,mark,solve,face,bill,even,tho,one,live,pay,bill,flat,back,bill,april,say,pay,bill,since,time,change,account,number,incompetent,customer,service,appalling,give,wide,berth,sense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
